layer,lambda_rel,g_max,k_max,token_exact_entry_lift,needle_token_exact_entry_rate,random_token_exact_entry_rate,token_isolation_lift,needle_token_isolated_rate,random_token_isolated_rate,needle_cluster_merged_by_ward_rate,needle_token_ward_merged_rate,span_any_ward_merged_rate,K_max_binding_rate,ward_merge_count_mean,k_max_binding_count_mean,new_cluster_attempt_count_mean,span_all_tokens_exact_entry_lift,span_all_tokens_exact_entry_rate,random_span_all_tokens_exact_entry_rate,span_all_tokens_isolation_lift,span_all_tokens_isolated_rate,random_span_all_tokens_isolated_rate,span_any_token_exact_entry_lift,span_any_token_exact_entry_rate,random_span_any_token_exact_entry_rate,span_any_token_isolation_lift,span_any_token_isolated_rate,random_span_any_token_isolated_rate,cluster_count_mean,segment_count_mean,sample_groups,span_count,needle_token_count,layer_group_count
0,1.0,8192,15,7.5358616624091175,0.25566666666666665,0.03392666666666667,126.81159420289855,0.029166666666666667,0.00023,0.041666666666666664,0.01,0.041666666666666664,0.47544715447154473,7.614583333333333,7.614583333333333,16.015625,9.6,0.125,0.013020833333333334,,0.0,0.0,3.532008830022075,0.5,0.1415625,26.19047619047619,0.171875,0.0065625,8.401041666666666,16.291666666666668,192,192,6000,8
3,0.875,inf,15,9.838928087805574,0.46016666666666667,0.04677,291.13924050632914,0.19166666666666668,0.0006583333333333334,0.5,0.22683333333333333,0.5,0.9812147947064812,753.03125,753.03125,767.4479166666666,14.62686567164179,0.2552083333333333,0.017447916666666667,2199.9999999999995,0.11458333333333333,5.208333333333334e-05,3.554249064671299,0.6927083333333334,0.19489583333333332,34.02061855670103,0.34375,0.010104166666666666,14.416666666666666,767.4479166666666,192,192,6000,8
7,1.0,inf,15,10.618885346817633,0.483,0.045485,411.33720930232556,0.23583333333333334,0.0005733333333333334,0.5885416666666666,0.22233333333333333,0.5885416666666666,0.9823514886870184,787.3854166666666,787.3854166666666,801.53125,25.252525252525253,0.390625,0.01546875,2449.9999999999995,0.2552083333333333,0.00010416666666666667,3.58451072736787,0.7135416666666666,0.1990625,82.71604938271604,0.3489583333333333,0.00421875,14.145833333333334,801.53125,192,192,6000,8
14,1.0,8192,15,10.704866147962548,0.5411666666666667,0.05055333333333333,141.19076549210206,0.19366666666666665,0.0013716666666666667,0.7708333333333334,0.39616666666666667,0.7708333333333334,0.9852443672908093,981.390625,981.390625,996.0885416666666,22.483221476510067,0.3489583333333333,0.015520833333333333,,0.10416666666666667,0.0,2.712112882536192,0.7708333333333334,0.28421875,14.398422090729783,0.3802083333333333,0.02640625,14.697916666666666,996.7552083333334,192,192,6000,8
21,1.0,inf,15,12.02061071342117,0.5793333333333334,0.048195,481.0810810810811,0.23733333333333334,0.0004933333333333334,0.765625,0.423,0.765625,0.9890672522517233,1316.03125,1316.03125,1330.578125,31.939163498098857,0.4375,0.013697916666666667,,0.2916666666666667,0.0,3.83723924800412,0.7760416666666666,0.20223958333333333,55.93220338983051,0.34375,0.006145833333333333,14.546875,1330.578125,192,192,6000,8
24,1.0,4096,15,10.568669527896995,0.5253333333333333,0.04970666666666667,503.7162162162162,0.2485,0.0004933333333333334,0.7135416666666666,0.35783333333333334,0.7135416666666666,0.9867900841312373,1097.1666666666667,1097.1666666666667,1111.8541666666667,16.526610644257705,0.3072916666666667,0.01859375,,0.18229166666666666,0.0,3.8023868998057173,0.7135416666666666,0.18765625,93.33333333333333,0.3645833333333333,0.00390625,14.6875,1113.203125,192,192,6000,8
26,0.875,inf,15,11.645443551255601,0.5456666666666666,0.046856666666666665,667.6724137931034,0.25816666666666666,0.00038666666666666667,0.9375,0.5238333333333334,0.9375,0.9957043993699188,3473.3229166666665,3473.3229166666665,3488.3072916666665,32.58426966292135,0.453125,0.01390625,,0.328125,0.0,4.181286549707602,0.7447916666666666,0.178125,87.65432098765432,0.3697916666666667,0.00421875,14.984375,3488.3072916666665,192,192,6000,8
27,0.875,8192,15,12.080490182425848,0.5783333333333334,0.04787333333333333,170.2807357212004,0.2931666666666667,0.0017216666666666667,1.0,0.5161666666666667,1.0,0.9946575250985019,2792.6875,2792.6875,2807.6875,11.944444444444445,0.22395833333333334,0.01875,,0.09895833333333333,0.0,4.222397062680304,0.8385416666666666,0.19859375,20.92050209205021,0.5208333333333334,0.024895833333333332,15.0,2808.7708333333335,192,192,6000,8
